,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,경기도 성남시 분당구 대장동,623,623,0,판교풍경채어바니티(7단지),84.9418,202604,23,"124,000",-,5,개인,개인,2021,판교대장로 77,-,중개거래,경기 성남시 분당구,-
2,경기도 성남시 분당구 야탑동,391,391,0,현대I-PARK,146.8267,202604,22,"139,100",-,2,개인,개인,2003,야탑로 125,-,직거래,-,-
3,경기도 성남시 분당구 정자동,6,6,0,파크뷰,84.99,202604,20,"181,100",605,10,개인,개인,2004,정자일로 248,-,직거래,-,26.04.20
4,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),75.188,202604,20,"85,000",-,3,개인,개인,1993,장미로 101,-,직거래,-,-
5,경기도 성남시 분당구 서현동,96,96,0,시범우성,84.6,202604,20,"129,000",-,4,개인,개인,1991,중앙공원로 54,-,직거래,-,-
6,경기도 성남시 분당구 서현동,96,96,0,시범우성,59.73,202604,18,"153,000",-,1,개인,개인,1991,중앙공원로 54,-,중개거래,경기 성남시 분당구,-
7,경기도 성남시 분당구 야탑동,517,517,0,탑마을(벽산),84.91,202604,17,"150,000",-,10,개인,개인,1994,야탑로 124,-,중개거래,경기 성남시 분당구,-
8,경기도 성남시 분당구 이매동,123,123,0,이매촌(청구),59.92,202604,15,"90,000",609,4,개인,개인,1992,양현로94번길 29,-,직거래,-,26.04.20
9,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),55.44,202604,15,"90,100",-,11,개인,개인,1996,정자일로 30,-,직거래,-,-
10,경기도 성남시 분당구 정자동,6,6,0,파크뷰,139.717,202604,14,"283,000",602,12,개인,개인,2004,정자일로 248,-,중개거래,경기 성남시 분당구,26.04.16
11,경기도 성남시 분당구 구미동,242,242,0,무지개(7단지)(라이프),101.99,202604,13,"72,000",-,9,개인,개인,1995,구미로 143,-,직거래,-,-
12,경기도 성남시 분당구 운중동,922,922,0,산운마을11단지(판교포레라움),51.16,202604,13,"126,000",-,2,개인,개인,2009,판교원로 68,-,중개거래,경기 성남시 분당구,-
13,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),74.61,202604,13,"126,000",-,8,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,-
14,경기도 성남시 분당구 야탑동,330,330,0,장미마을(동부),84.99,202604,13,"152,500",-,14,개인,개인,1993,장미로 55,-,중개거래,경기 성남시 분당구,-
15,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),48.51,202604,11,"147,000",-,1,개인,개인,1992,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
16,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),70.66,202604,11,"164,500",-,4,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,-
17,경기도 성남시 분당구 정자동,192,192,0,정든마을(8단지)(한진),49.5,202604,10,"129,000",-,9,개인,개인,1995,불정로 119,-,중개거래,경기 성남시 분당구,-
18,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202604,10,"118,000",-,11,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
19,경기도 성남시 분당구 판교동,635,635,0,판교원마을6단지(판교대광로제비앙),58.14,202604,10,"145,000",-,10,개인,개인,2009,판교원로 209,-,중개거래,경기 성남시 분당구,-
20,경기도 성남시 분당구 운중동,958,958,0,산운마을9단지(대방노블랜드),84.99,202604,10,"177,000",-,2,개인,개인,2008,산운로 126,-,중개거래,경기 성남시 분당구,-
21,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202604,10,"129,700",-,4,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
22,경기도 성남시 분당구 정자동,170-1,170,1,삼성아데나루체,127.75,202604,10,"197,500",-,18,개인,개인,2004,정자일로 120,-,중개거래,경기 성남시 분당구,-
23,경기도 성남시 분당구 정자동,192,192,0,정든마을(8단지)(한진),68.04,202604,10,"157,000",-,6,개인,개인,1995,불정로 119,-,중개거래,경기 성남시 분당구,-
24,경기도 성남시 분당구 정자동,170-1,170,1,삼성아데나루체,153.05,202604,10,"190,000",-,15,개인,개인,2004,정자일로 120,-,중개거래,경기 성남시 분당구,-
25,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),41.76,202604,10,"90,000",-,10,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,-
26,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202604,10,"104,800",-,15,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
27,경기도 성남시 분당구 정자동,215,215,0,더샵분당파크리버,84.9987,202604,10,"175,000",-,8,개인,개인,2021,돌마로 171,-,중개거래,"경기 성남시 분당구, 서울 광진구",-
28,경기도 성남시 분당구 금곡동,192,192,0,두산위브트레지움,84.76,202604,10,"165,000",-,3,개인,개인,2003,정자일로 55,-,중개거래,경기 성남시 분당구,-
29,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202604,10,"96,800",-,6,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
30,경기도 성남시 분당구 서현동,96,96,0,시범우성,129.21,202604,10,"220,000",221,12,개인,개인,1991,중앙공원로 54,-,직거래,-,26.04.17
31,경기도 성남시 분당구 서현동,96,96,0,시범우성,129.21,202604,10,"226,000",-,9,개인,개인,1991,중앙공원로 54,-,중개거래,경기 성남시 분당구,-
32,경기도 성남시 분당구 금곡동,177,177,0,청솔마을(영남),84.96,202604,9,"190,000",-,10,개인,개인,1995,성남대로171번길 8,-,중개거래,경기 성남시 분당구,-
33,경기도 성남시 분당구 야탑동,535,535,0,탑마을(대우),101.76,202604,9,"150,000",-,11,개인,개인,1992,판교로 421,-,중개거래,경기 성남시 분당구,-
34,경기도 성남시 분당구 백현동,608,608,0,THESHARP판교퍼스트파크,114.8623,202604,9,"175,000",111동,20,개인,개인,2021,판교백현로 38,-,중개거래,경기 성남시 분당구,26.04.20
35,경기도 성남시 분당구 백현동,554,554,0,백현마을5단지(주공),84.7,202604,9,"252,000",-,9,개인,개인,2009,판교역로 102,-,중개거래,경기 성남시 분당구,-
36,경기도 성남시 분당구 야탑동,518,518,0,탑마을(주공),41.85,202604,9,"83,500",-,14,개인,개인,1993,매화로 12,-,중개거래,경기 성남시 분당구,-
37,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202604,9,"105,500",-,7,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
38,경기도 성남시 분당구 이매동,142,142,0,아름마을(선경),41.76,202604,9,"125,000",-,13,개인,개인,1993,이매로 11,-,중개거래,경기 성남시 분당구,-
39,경기도 성남시 분당구 대장동,591,591,0,판교퍼스트힐푸르지오A2,84.99,202604,9,"119,500",204,12,개인,개인,2021,판교대장로7길 57,-,중개거래,경기 성남시 분당구,26.04.17
40,경기도 성남시 분당구 삼평동,718,718,0,봇들마을4단지(주공),84.98,202604,8,"230,500",-,5,개인,개인,2009,동판교로 226,-,중개거래,경기 성남시 분당구,-
41,경기도 성남시 분당구 서현동,92,92,0,시범현대,186.24,202604,8,"278,000",-,18,개인,개인,1992,중앙공원로 20,-,중개거래,경기 성남시 분당구,-
42,경기도 성남시 분당구 구미동,240,240,0,무지개(9단지)(동아),134.16,202604,8,"120,000",-,2,개인,개인,1995,구미로144번길 8,-,중개거래,경기 성남시 분당구,-
43,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),55.44,202604,8,"100,000",-,1,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
44,경기도 성남시 분당구 서현동,91,91,0,시범한양,28.71,202604,8,"92,000",-,9,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,-
45,경기도 성남시 분당구 금곡동,177,177,0,청솔마을(서광),84.96,202604,8,"175,000",-,7,개인,개인,1995,성남대로171번길 8,-,중개거래,경기 성남시 분당구,-
46,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),84.97,202604,8,"195,000",-,20,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
47,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202604,8,"110,000",-,13,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
48,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),42.75,202604,8,"109,300",-,5,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,-
49,경기도 성남시 분당구 서현동,96,96,0,시범우성,84.6,202604,7,"202,000",-,8,개인,개인,1992,중앙공원로 54,-,중개거래,경기 성남시 분당구,-
50,경기도 성남시 분당구 정자동,215,215,0,더샵분당파크리버,84.9663,202604,7,"164,400",102동,31,개인,개인,2021,돌마로 171,-,중개거래,경기 성남시 분당구,26.04.10
51,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),36,202604,7,"92,000",-,15,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,-
52,경기도 성남시 분당구 판교동,585,585,0,판교원마을9단지(한림풀에버),84.9505,202604,7,"163,000",-,1,개인,개인,2009,서판교로 29,-,중개거래,"경기 광주시, 경기 성남시 분당구",-
53,경기도 성남시 분당구 대장동,623,623,0,판교풍경채어바니티(7단지),84.9978,202604,7,"124,000",-,5,개인,개인,2021,판교대장로 77,-,중개거래,경기 성남시 분당구,-
54,경기도 성남시 분당구 서현동,96,96,0,시범우성,129.21,202604,7,"210,000",-,6,개인,개인,1992,중앙공원로 54,-,중개거래,경기 성남시 분당구,-
55,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,101.83,202604,7,"269,000",-,1,개인,개인,2009,동판교로 122,-,중개거래,경기 성남시 분당구,-
56,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,67.43,202604,7,"123,000",-,12,개인,개인,1995,장미로 139,-,중개거래,"경기 성남시 분당구, 경기 성남시 중원구",-
57,경기도 성남시 분당구 수내동,52,52,0,파크타운(서안),59.32,202604,7,"135,000",-,15,개인,개인,1993,내정로174번길 42,-,중개거래,경기 성남시 분당구,-
58,경기도 성남시 분당구 서현동,87,87,0,시범삼성,192.15,202604,7,"307,500",-,19,개인,개인,1992,중앙공원로 53,-,중개거래,경기 성남시 분당구,-
59,경기도 성남시 분당구 수내동,36,36,0,양지마을(2단지)(청구),84.6,202604,6,"222,000",-,7,개인,개인,1992,내정로 185,-,중개거래,경기 성남시 분당구,-
60,경기도 성남시 분당구 서현동,87,87,0,시범한신,84.69,202604,6,"203,000",-,23,개인,개인,1992,중앙공원로 53,-,중개거래,경기 성남시 분당구,-
61,경기도 성남시 분당구 야탑동,201,201,0,매화마을공무원1,49.67,202604,6,"95,500",-,7,개인,개인,1995,매화로 92,-,중개거래,경기 성남시 분당구,-
62,경기도 성남시 분당구 대장동,595,595,0,힐스테이트판교엘포레A6BL,128.116,202604,6,"182,000",-,12,개인,개인,2021,판교대장로7길 16,-,중개거래,경기 성남시 분당구,-
63,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202604,6,"95,000",-,5,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
64,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),42.75,202604,6,"104,000",-,11,개인,개인,1994,백현로 206,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",-
65,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),55.44,202604,6,"143,500",-,13,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
66,경기도 성남시 분당구 야탑동,535,535,0,탑마을(대우),101.76,202604,5,"162,000",-,12,개인,개인,1992,판교로 421,-,중개거래,경기 성남시 분당구,-
67,경기도 성남시 분당구 구미동,66,66,0,까치마을(3단지)(신원),59.9,202604,5,"145,000",-,5,개인,개인,1995,미금로 177,-,중개거래,경기 성남시 분당구,-
68,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202604,5,"108,000",-,10,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
69,경기도 성남시 분당구 백현동,554,554,0,백현마을5단지(주공),84.73,202604,4,"230,000",-,5,개인,개인,2009,판교역로 102,-,중개거래,경기 성남시 분당구,-
70,경기도 성남시 분당구 수내동,29,29,0,양지마을(6단지)(한양603동),59.76,202604,4,"147,500",-,19,개인,개인,1993,내정로173번길 11,-,중개거래,경기 성남시 분당구,-
71,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,84.82,202604,4,"245,000",-,11,개인,개인,2009,동판교로 122,-,중개거래,경기 성남시 분당구,-
72,경기도 성남시 분당구 이매동,133,133,0,아름마을(두산),84.84,202604,4,"174,000",-,7,개인,개인,1992,탄천로 95,-,중개거래,경기 성남시 분당구,-
73,경기도 성남시 분당구 이매동,123,123,0,이매촌(청구),133.15,202604,4,"260,000",-,7,개인,개인,1992,양현로94번길 29,-,중개거래,경기 성남시 분당구,-
74,경기도 성남시 분당구 구미동,242,242,0,무지개(7단지)(라이프),132.36,202604,4,"133,000",-,5,개인,개인,1995,구미로 143,-,중개거래,경기 성남시 분당구,-
75,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),51.32,202604,4,"133,000",-,7,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,-
76,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),84.97,202604,4,"172,000",-,21,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
77,경기도 성남시 분당구 서현동,301,301,0,효자촌(삼환),84.157,202604,4,"160,000",-,8,개인,개인,1992,불정로 361,-,중개거래,경기 성남시 분당구,-
78,경기도 성남시 분당구 운중동,922,922,0,산운마을11단지(판교포레라움),51.13,202604,3,"138,000",-,9,개인,개인,2009,판교원로 68,-,중개거래,경기 성남시 분당구,-
79,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),51.66,202604,3,"137,000",-,5,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
80,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202604,3,"117,000",-,5,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
81,경기도 성남시 분당구 정자동,117,117,0,한솔마을(6단지)(주공),37.67,202604,3,"103,000",-,8,개인,개인,1995,내정로 54,-,중개거래,경기 성남시 분당구,-
82,경기도 성남시 분당구 정자동,117,117,0,한솔마을(6단지)(주공),58.71,202604,3,"132,000",-,1,개인,개인,1995,내정로 54,-,중개거래,"경기 성남시 분당구, 충남 천안시 서북구",-
83,경기도 성남시 분당구 구미동,110,110,0,하얀마을(5단지)(주공),35.28,202604,3,"89,000",-,5,개인,개인,1995,미금일로 21,-,중개거래,경기 성남시 분당구,-
84,경기도 성남시 분당구 야탑동,188,188,0,SK-VIEW,84.944,202604,3,"93,000",-,17,개인,개인,2003,돌마로 906,-,중개거래,"경기 성남시 분당구, 경기 의정부시",-
85,경기도 성남시 분당구 서현동,96,96,0,시범우성,129.21,202604,3,"185,500",-,7,개인,개인,1992,중앙공원로 54,-,직거래,-,-
86,경기도 성남시 분당구 금곡동,192,192,0,두산위브트레지움,147.52,202604,3,"167,000",-,11,개인,개인,2003,정자일로 55,-,중개거래,경기 성남시 분당구,-
87,경기도 성남시 분당구 야탑동,536,536,0,탑마을(선경)1,83.73,202604,2,"163,000",-,3,개인,개인,1992,야탑로 20,-,중개거래,경기 성남시 분당구,-
88,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202604,2,"95,000",-,14,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
89,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202604,2,"119,900",-,6,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
90,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),74.16,202604,2,"165,000",-,7,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
91,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202604,2,"95,500",-,15,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
92,경기도 성남시 분당구 서현동,92,92,0,시범현대,84.95,202604,2,"195,000",-,24,개인,개인,1992,중앙공원로 20,-,중개거래,경기 성남시 분당구,-
93,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202604,2,"117,500",509,3,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,26.04.10
94,경기도 성남시 분당구 수내동,36,36,0,양지마을(2단지)(청구),134.8,202604,2,"255,000",-,13,개인,개인,1992,내정로 185,-,중개거래,경기 성남시 분당구,-
95,경기도 성남시 분당구 서현동,308,308,0,효자촌(럭키),53.82,202604,2,"62,000",625,7,개인,개인,1994,불정로 362,-,직거래,-,26.04.17
96,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,58.19,202604,1,"101,000",-,13,개인,개인,1995,장미로 139,-,중개거래,경기 성남시 분당구,-
97,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202604,1,"96,500",-,13,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
98,경기도 성남시 분당구 이매동,111,111,0,이매촌(진흥),59.58,202604,1,"152,000",-,2,개인,개인,1993,양현로 138,-,중개거래,경기 성남시 분당구,-
99,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),55.44,202604,1,"141,000",-,14,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
100,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202604,1,"82,100",-,13,개인,개인,1995,미금로 216,-,직거래,-,-
101,경기도 성남시 분당구 금곡동,132,132,0,청솔마을(동아),135,202604,1,"140,000",-,12,개인,개인,1995,금곡로 233,-,직거래,-,-
102,경기도 성남시 분당구 판교동,622,622,0,판교원마을1단지(파라곤),101.12,202604,1,"175,000",-,12,개인,개인,2009,판교로 50,-,중개거래,경기 성남시 분당구,-
103,경기도 성남시 분당구 야탑동,211,211,0,매화마을(주공4),41.85,202604,1,"74,000",-,15,개인,개인,1993,장미로 193,-,중개거래,경기 성남시 분당구,-
104,경기도 성남시 분당구 야탑동,201,201,0,매화마을공무원1,59.98,202603,31,"65,000",105,8,개인,개인,1995,매화로 92,-,직거래,-,26.04.15
105,경기도 성남시 분당구 구미동,202,202,0,무지개(2단지)(엘지),134.94,202603,31,"168,500",-,19,개인,개인,1995,구미로 50,-,중개거래,경기 성남시 분당구,-
106,경기도 성남시 분당구 서현동,87,87,0,시범삼성,84.69,202603,31,"229,000",-,17,개인,개인,1992,중앙공원로 53,-,중개거래,경기 성남시 분당구,-
107,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202603,31,"95,000",-,4,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
108,경기도 성남시 분당구 이매동,124,124,0,이매촌(한신),66.27,202603,31,"160,000",-,11,개인,개인,1992,서현로 181,-,중개거래,경기 성남시 분당구,-
109,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양515-529),101.93,202603,31,"237,000",-,7,개인,개인,1992,내정로 151,-,중개거래,"경기 성남시 분당구, 서울 종로구",-
110,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),28.16,202603,31,"95,800",-,6,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
111,경기도 성남시 분당구 이매동,124,124,0,이매촌(한신),66.27,202603,31,"160,000",-,11,개인,개인,1992,서현로 181,-,중개거래,경기 성남시 분당구,-
112,경기도 성남시 분당구 이매동,124,124,0,이매촌(한신),50.1,202603,31,"139,000",-,10,개인,개인,1993,서현로 181,-,중개거래,경기 성남시 분당구,-
113,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202603,31,"108,000",-,2,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
114,경기도 성남시 분당구 정자동,121,121,0,상록마을(우성)1,55.14,202603,31,"161,000",-,1,개인,개인,1994,내정로 55,-,중개거래,경기 성남시 분당구,-
115,경기도 성남시 분당구 수내동,29,29,0,양지마을(6단지)(한양603동),59.76,202603,31,"142,000",-,22,개인,개인,1993,내정로173번길 11,-,중개거래,경기 성남시 분당구,-
116,경기도 성남시 분당구 서현동,96,96,0,시범우성,129.21,202603,31,"205,000",-,3,개인,개인,1992,중앙공원로 54,-,중개거래,경기 성남시 분당구,-
117,경기도 성남시 분당구 이매동,111,111,0,이매촌(진흥),134.91,202603,30,"234,000",-,16,개인,개인,1993,양현로 138,-,중개거래,경기 성남시 분당구,-
118,경기도 성남시 분당구 서현동,91,91,0,시범한양,35.1,202603,30,"114,000",-,9,개인,개인,1991,중앙공원로 17,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",-
119,경기도 성남시 분당구 판교동,494,494,0,판교원마을12단지(힐스테이트),115.87,202603,30,"166,000",-,2,개인,개인,2009,서판교로 165,-,중개거래,경기 성남시 분당구,-
120,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202603,30,"136,800",-,14,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
121,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),36,202603,30,"102,000",-,5,개인,개인,1994,백현로 206,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",-
122,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202603,30,"97,000",-,12,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
123,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202603,30,"99,500",-,15,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
124,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202603,30,"136,000",-,14,개인,개인,1994,정자로 115,-,중개거래,"경기 성남시 분당구, 서울 강남구",-
125,경기도 성남시 분당구 수내동,52,52,0,파크타운(서안),59.32,202603,30,"140,000",-,7,개인,개인,1993,내정로174번길 42,-,중개거래,경기 성남시 분당구,-
126,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,202603,29,"140,500",-,10,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
127,경기도 성남시 분당구 이매동,132,132,0,아름마을(건영),101.85,202603,29,"178,000",-,12,개인,개인,1992,판교로 430,-,중개거래,경기 성남시 분당구,-
128,경기도 성남시 분당구 정자동,6,6,0,파크뷰,84.99,202603,28,"249,900",-,16,개인,개인,2004,정자일로 248,-,중개거래,"경기 성남시 분당구, 서울 강남구",-
129,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,58.71,202603,28,"100,000",-,3,개인,개인,1995,장미로 139,-,중개거래,경기 성남시 분당구,-
130,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202603,28,"98,500",-,3,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
131,경기도 성남시 분당구 대장동,638,638,0,판교더샵포레스트11단지,84.9852,202603,28,"130,000",-,14,개인,개인,2021,판교대장로5길 58,-,중개거래,경기 성남시 분당구,-
132,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202603,28,"136,000",-,14,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
133,경기도 성남시 분당구 수내동,73,73,0,푸른마을(신성),131.4,202603,27,"210,000",-,17,개인,개인,1993,수내로 206,-,중개거래,경기 성남시 분당구,-
134,경기도 성남시 분당구 이매동,132,132,0,아름마을(태영),134.79,202603,27,"190,000",-,16,개인,개인,1992,판교로 430,-,중개거래,경기 성남시 분당구,-
135,경기도 성남시 분당구 운중동,922,922,0,산운마을11단지(판교포레라움),59.84,202603,27,"160,000",-,11,개인,개인,2009,판교원로 68,-,중개거래,경기 성남시 분당구,-
136,경기도 성남시 분당구 운중동,922,922,0,산운마을11단지(판교포레라움),59.84,202603,27,"149,800",-,4,개인,개인,2009,판교원로 68,-,중개거래,경기 성남시 분당구,-
137,경기도 성남시 분당구 분당동,38,38,0,샛별마을(우방),133.86,202603,27,"196,000",-,3,개인,개인,1994,수내로 181,-,중개거래,경기 성남시 분당구,-
138,경기도 성남시 분당구 분당동,35,35,0,샛별마을(동성),59.4,202603,27,"135,000",209,2,개인,개인,1992,분당로 212,-,중개거래,경기 성남시 분당구,26.04.06
139,경기도 성남시 분당구 판교동,635,635,0,판교원마을6단지(판교대광로제비앙),58.14,202603,27,"141,000",-,8,개인,개인,2009,판교원로 209,-,중개거래,경기 성남시 분당구,-
140,경기도 성남시 분당구 구미동,110,110,0,하얀마을(5단지)(주공),35.28,202603,27,"87,000",-,7,개인,개인,1995,미금일로 21,-,중개거래,경기 성남시 분당구,-
141,경기도 성남시 분당구 구미동,66,66,0,까치마을(3단지)(신원),84.8,202603,27,"182,300",-,15,개인,개인,1995,미금로 177,-,중개거래,경기 성남시 분당구,-
142,경기도 성남시 분당구 구미동,63,63,0,까치마을(4단지)(롯데),51.32,202603,27,"135,000",-,12,개인,개인,1995,미금일로 58,-,중개거래,경기 성남시 분당구,-
143,경기도 성남시 분당구 구미동,201,201,0,무지개(3단지)(건영),53.83,202603,27,"110,500",-,9,개인,개인,1996,미금로 63,-,중개거래,경기 성남시 분당구,-
144,경기도 성남시 분당구 서현동,307,307,0,효자촌(미래타운),101.94,202603,27,"160,000",-,13,개인,개인,1994,불정로386번길 10,-,중개거래,경기 성남시 분당구,-
145,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202603,27,"100,000",-,14,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
146,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),36,202603,27,"100,000",-,15,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,-
147,경기도 성남시 분당구 정자동,01월 28일,28,1,로얄팰리스,158.69,202603,27,"199,000",-,25,개인,개인,2003,성남대로 449,-,중개거래,경기 성남시 분당구,-
148,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),51.66,202603,27,"134,500",-,10,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
149,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202603,27,"113,000",-,7,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
150,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202603,26,"120,000",-,12,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
151,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),55.44,202603,26,"90,000",-,3,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
152,경기도 성남시 분당구 서현동,91,91,0,시범한양,35.1,202603,26,"110,000",-,5,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,-
153,경기도 성남시 분당구 이매동,140,140,0,아름마을(풍림),134.22,202603,26,"247,000",-,5,개인,개인,1993,탄천로 35,-,중개거래,경기 성남시 분당구,-
154,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202603,26,"113,500",-,5,개인,개인,1994,정자로 115,20260420,중개거래,경기 성남시 분당구,-
155,경기도 성남시 분당구 정자동,181,181,0,상록마을(임광),84.97,202603,26,"183,000",-,1,개인,개인,1995,정자일로 80,-,중개거래,경기 성남시 분당구,-
