,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
4999,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양515-529),84.9,202506,4,"181,000",515,3,개인,개인,1992,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.06.20
5000,경기도 성남시 분당구 정자동,121,121,0,상록마을(우성)1,69.12,202506,4,"164,000",320,7,개인,개인,1994,내정로 55,-,중개거래,경기 성남시 분당구,25.08.29
5001,경기도 성남시 분당구 정자동,174-1,174,1,분당더?스타파크,116.7905,202506,4,"165,000",101,19,개인,개인,2007,정자일로 121,-,중개거래,경기 성남시 분당구,25.07.17
5002,경기도 성남시 분당구 정자동,117,117,0,한솔마을(6단지)(주공),39.87,202506,4,"66,500",606,3,개인,개인,1995,내정로 54,-,중개거래,경기 성남시 분당구,25.07.18
5003,경기도 성남시 분당구 정자동,174-1,174,1,분당더?스타파크,116.7905,202506,4,"172,000",101,11,개인,개인,2007,정자일로 121,-,중개거래,경기 성남시 분당구,25.09.24
5004,경기도 성남시 분당구 정자동,170-1,170,1,삼성아데나루체,84.96,202506,4,"154,800",C,6,개인,개인,2004,정자일로 120,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.09.26
5005,경기도 성남시 분당구 정자동,11,11,0,현대I-PARK3,84.92,202506,4,"164,000",301,23,개인,개인,2003,정자일로213번길 5,-,중개거래,경기 성남시 분당구,25.10.31
5006,경기도 성남시 분당구 분당동,38,38,0,샛별마을(우방),57.28,202506,4,"100,000",301,4,개인,개인,1994,수내로 181,-,중개거래,경기 성남시 분당구,25.07.21
5007,경기도 성남시 분당구 분당동,34,34,0,샛별마을(라이프),58.17,202506,4,"105,000",105,11,개인,개인,1992,분당로 190,-,중개거래,"경기 성남시 분당구, 경기 용인시 기흥구",25.08.29
5008,경기도 성남시 분당구 금곡동,177,177,0,청솔마을(영남),84.96,202506,4,"142,000",102,21,개인,개인,1995,성남대로171번길 8,-,중개거래,경기 성남시 분당구,26.02.02
5009,경기도 성남시 분당구 구미동,201,201,0,무지개(3단지)(건영),53.83,202506,4,"65,000",309,1,개인,개인,1996,미금로 63,-,중개거래,경기 성남시 분당구,25.08.18
5010,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양515-529),164.4,202506,4,"265,000",528,3,개인,개인,1992,내정로165번길 35,-,중개거래,"경기 성남시 분당구, 서울 강남구",25.08.08
5011,경기도 성남시 분당구 야탑동,330,330,0,장미마을(코오롱)1,84.6,202506,4,"130,000",117,6,개인,개인,1993,장미로 55,-,중개거래,"경기 성남시 분당구, 서울 성동구",25.09.26
5012,경기도 성남시 분당구 야탑동,536,536,0,탑마을(선경)1,101.76,202506,4,"118,000",116,1,개인,개인,1992,야탑로 20,-,중개거래,경기 성남시 분당구,25.09.15
5013,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,84.82,202506,4,"195,000",-,2,개인,개인,2009,동판교로 122,20250923,중개거래,"경기 성남시 분당구, 서울 강남구",-
5014,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,84.82,202506,4,"195,000",207,2,개인,개인,2009,동판교로 122,-,중개거래,"경기 성남시 분당구, 서울 강남구",25.09.23
5015,경기도 성남시 분당구 백현동,525,525,0,백현마을9단지(e편한세상),101.46,202506,4,"202,500",914,9,개인,개인,2009,판교역로 49,-,중개거래,경기 성남시 분당구,25.09.30
5016,경기도 성남시 분당구 금곡동,180,180,0,청솔마을(유천),84.6,202506,4,"138,500",207,3,개인,개인,1995,정자일로 46,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.08.26
5017,경기도 성남시 분당구 대장동,591,591,0,판교퍼스트힐푸르지오A2,84.97,202506,4,"108,000",206,5,개인,개인,2021,판교대장로7길 57,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.08.29
5018,경기도 성남시 분당구 서현동,292,292,0,효자촌(임광),84.99,202506,4,"134,000",-,14,개인,개인,1993,불정로 397,20250728,중개거래,경기 성남시 분당구,-
5019,경기도 성남시 분당구 서현동,91,91,0,시범한양,35.1,202506,4,"80,000",332,14,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.08.08
5020,경기도 성남시 분당구 서현동,292,292,0,효자촌(임광),84.99,202506,4,"134,000",301,14,개인,개인,1993,불정로 397,-,중개거래,경기 성남시 분당구,25.09.24
5021,경기도 성남시 분당구 서현동,308,308,0,효자촌(대우),53.82,202506,4,"78,800",618,17,개인,개인,1994,분당로263번길 13,-,중개거래,경기 성남시 분당구,25.08.20
5022,경기도 성남시 분당구 서현동,91,91,0,시범한양,28.71,202506,4,"69,800",328,12,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.08.28
5023,경기도 성남시 분당구 서현동,91,91,0,시범한양,164.18,202506,4,"225,000",312,6,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.10.17
5024,경기도 성남시 분당구 수내동,75,75,0,푸른마을(쌍용),59.78,202506,4,"100,000",609,5,개인,개인,1992,백현로 265,-,중개거래,경기 성남시 분당구,25.08.21
5025,경기도 성남시 분당구 수내동,36,36,0,양지마을(2단지)(청구),84.99,202506,4,"185,000",211,4,개인,개인,1992,내정로 185,-,중개거래,경기 성남시 분당구,25.08.22
5026,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양515-529),164.4,202506,4,"267,000",528,20,개인,개인,1992,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.10.13
5027,경기도 성남시 분당구 수내동,27,27,0,양지마을(3단지)(금호),101.91,202506,4,"189,000",305,2,개인,개인,1992,내정로 151,-,중개거래,"경기 성남시 분당구, 서울 강남구",25.09.30
5028,경기도 성남시 분당구 수내동,34,34,0,양지마을(금호1),84.9,202506,4,"183,000",-,2,개인,개인,1992,수내로 74,20250610,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",-
5029,경기도 성남시 분당구 운중동,921,921,0,산운마을12단지판교센트럴포레와이시티,59.84,202506,4,"120,000",1202,8,개인,개인,2009,판교원로 46,-,중개거래,경기 성남시 분당구,25.08.27
5030,경기도 성남시 분당구 운중동,988,988,0,산운마을6단지(신동아파밀리에),101.2,202506,4,"158,000",604,1,개인,개인,2009,산운로 121,-,중개거래,경기 성남시 분당구,25.09.30
5031,경기도 성남시 분당구 운중동,921,921,0,산운마을12단지판교센트럴포레와이시티,59.84,202506,4,"120,000",-,8,개인,개인,2009,판교원로 46,20250606,중개거래,경기 성남시 분당구,-
5032,경기도 성남시 분당구 분당동,34,34,0,샛별마을(라이프),58.17,202506,4,"98,000",105,2,개인,개인,1992,분당로 190,-,중개거래,경기 성남시 분당구,25.08.08
5033,경기도 성남시 분당구 서현동,292,292,0,효자촌(임광),101.34,202506,4,"135,500",312,4,개인,개인,1992,불정로 397,-,중개거래,경기 성남시 분당구,25.10.31
5034,경기도 성남시 분당구 서현동,292,292,0,효자촌(임광),165.33,202506,4,"168,000",305,14,개인,개인,1993,불정로 397,-,중개거래,경기 성남시 분당구,25.10.31
5035,경기도 성남시 분당구 서현동,91,91,0,시범한양,164.18,202506,4,"225,000",-,6,개인,개인,1991,중앙공원로 17,20250709,중개거래,경기 성남시 분당구,-
5036,경기도 성남시 분당구 금곡동,177,177,0,청솔마을(서광),70.01,202506,4,"122,000",-,3,개인,개인,1995,성남대로171번길 8,20250708,중개거래,경기 성남시 분당구,-
5037,경기도 성남시 분당구 금곡동,141,141,0,청솔마을(대원),129.45,202506,4,"160,000",808,12,개인,개인,1995,미금로 215,-,중개거래,경기 성남시 분당구,25.09.30
5038,경기도 성남시 분당구 구미동,63,63,0,까치마을(4단지)(롯데),84.79,202506,3,"132,000",-,1,개인,개인,1995,미금일로 58,20250624,중개거래,경기 성남시 분당구,-
5039,경기도 성남시 분당구 판교동,635,635,0,판교원마을6단지(판교대광로제비앙),83.33,202506,3,"136,500",606,3,개인,개인,2009,판교원로 209,-,중개거래,경기 성남시 분당구,25.09.15
5040,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),70.68,202506,3,"91,500",-,4,개인,개인,1993,장안로51번길 11,20250619,중개거래,경기 성남시 분당구,-
5041,경기도 성남시 분당구 분당동,39,39,0,샛별마을(삼부),59.82,202506,3,"104,500",-,1,개인,개인,1992,수내로 201,-,중개거래,경기 성남시 분당구,-
5042,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),53.72,202506,3,"72,000",102,3,개인,개인,1993,장안로51번길 31,-,중개거래,경기 성남시 분당구,25.08.29
5043,경기도 성남시 분당구 서현동,92,92,0,시범현대,84.95,202506,3,"167,000",427,25,개인,개인,1992,중앙공원로 20,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.09.26
5044,경기도 성남시 분당구 서현동,91,91,0,시범한양,28.71,202506,3,"69,000",329,4,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.08.08
5045,경기도 성남시 분당구 서현동,91,91,0,시범한양,28.71,202506,3,"70,000",331,15,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.07.18
5046,경기도 성남시 분당구 서현동,301,301,0,효자촌(삼환),46.065,202506,3,"72,800",-,1,개인,개인,1992,불정로 361,20250609,중개거래,경기 성남시 분당구,-
5047,경기도 성남시 분당구 서현동,91,91,0,시범한양,59.13,202506,3,"129,500",326,1,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.08.29
5048,경기도 성남시 분당구 대장동,591,591,0,판교퍼스트힐푸르지오A2,84.97,202506,3,"118,000",207,14,개인,개인,2021,판교대장로7길 57,-,중개거래,"경기 성남시 분당구, 경기 용인시 기흥구",25.09.30
5049,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202506,3,"112,000",302,4,개인,개인,1995,정자일로 72,-,중개거래,경기 성남시 분당구,25.09.25
5050,경기도 성남시 분당구 금곡동,141,141,0,청솔마을(대원),84.97,202506,3,"134,000",-,5,개인,개인,1994,미금로 215,20250829,중개거래,경기 성남시 분당구,-
5051,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202506,3,"114,400",302,8,개인,개인,1995,정자일로 72,-,중개거래,경기 성남시 분당구,25.09.23
5052,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202506,3,"114,400",-,8,개인,개인,1995,정자일로 72,20250922,중개거래,경기 성남시 분당구,-
5053,경기도 성남시 분당구 이매동,133,133,0,아름마을(두산),59.79,202506,3,"96,500",414,1,개인,개인,1992,탄천로 95,-,중개거래,경기 성남시 분당구,25.08.29
5054,경기도 성남시 분당구 이매동,124,124,0,이매촌(한신),66.27,202506,3,"124,900",212,22,개인,개인,1993,서현로 181,-,중개거래,경기 성남시 분당구,25.07.29
5055,경기도 성남시 분당구 이매동,124,124,0,이매촌(한신),50.1,202506,3,"96,000",210,4,개인,개인,1992,서현로 181,-,중개거래,경기 성남시 분당구,25.10.23
5056,경기도 성남시 분당구 운중동,921,921,0,산운마을12단지판교센트럴포레와이시티,55.44,202506,3,"107,500",1208,6,개인,개인,2009,판교원로 46,-,중개거래,경기 성남시 분당구,25.09.19
5057,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,202506,3,"102,000",513,5,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.07.21
5058,경기도 성남시 분당구 수내동,55,55,0,파크타운(롯데),131.49,202506,3,"205,000",127,10,개인,개인,1993,내정로 152,-,중개거래,경기 성남시 분당구,25.10.24
5059,경기도 성남시 분당구 수내동,32,32,0,"양지마을(6단지)(금호,청구)",55.44,202506,3,"109,000",601,13,개인,개인,1992,내정로165번길 38,-,중개거래,경기 성남시 분당구,25.11.10
5060,경기도 성남시 분당구 구미동,88,88,0,까치마을(2단지)(주공),59.98,202506,3,"87,700",201,1,개인,개인,1996,미금일로 22,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.07.29
5061,경기도 성남시 분당구 구미동,88,88,0,까치마을(2단지)(주공),58.14,202506,3,"96,000",204,6,개인,개인,1995,미금일로 22,-,중개거래,경기 성남시 분당구,25.07.30
5062,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),70.66,202506,3,"123,000",110,3,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,25.09.19
5063,경기도 성남시 분당구 구미동,88,88,0,까치마을(2단지)(주공),49.36,202506,3,"84,500",208,5,개인,개인,1995,미금일로 22,-,중개거래,경기 성남시 분당구,25.09.22
5064,경기도 성남시 분당구 구미동,63,63,0,까치마을(4단지)(롯데),84.79,202506,3,"145,000",414,15,개인,개인,1995,미금일로 58,-,중개거래,경기 성남시 분당구,25.09.26
5065,경기도 성남시 분당구 구미동,88,88,0,까치마을(2단지)(주공),58.14,202506,3,"95,000",205,5,개인,개인,1995,미금일로 22,-,중개거래,경기 성남시 분당구,25.09.25
5066,경기도 성남시 분당구 구미동,202,202,0,무지개(2단지)(엘지),101.85,202506,3,"126,000",206,9,개인,개인,1995,구미로 50,-,중개거래,경기 성남시 분당구,25.10.01
5067,경기도 성남시 분당구 구미동,63,63,0,까치마을(4단지)(롯데),84.79,202506,3,"132,000",414,1,개인,개인,1995,미금일로 58,-,중개거래,경기 성남시 분당구,25.10.01
5068,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),70.66,202506,3,"125,000",109,15,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,25.10.21
5069,경기도 성남시 분당구 구미동,63,63,0,까치마을(4단지)(선경),51.32,202506,3,"90,000",402,7,개인,개인,1995,미금일로 58,-,중개거래,경기 성남시 분당구,25.12.31
5070,경기도 성남시 분당구 구미동,202,202,0,무지개(2단지)(엘지),84.822,202506,3,"113,000",209,8,개인,개인,1995,구미로 50,-,중개거래,경기 성남시 분당구,26.01.05
5071,경기도 성남시 분당구 구미동,240,240,0,무지개(9단지)(동아),101.97,202506,3,"100,000",902,7,개인,개인,1995,구미로144번길 8,-,중개거래,경기 성남시 분당구,25.06.17
5072,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,84.67,202506,3,"190,000",203,2,개인,개인,2009,동판교로 122,-,중개거래,경기 성남시 분당구,25.07.01
5073,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,84.5,202506,3,"198,000",210,1,개인,개인,2009,동판교로 122,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.10.31
5074,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,84.5,202506,3,"198,000",210,1,개인,개인,2009,동판교로 122,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.10.31
5075,경기도 성남시 분당구 야탑동,330,330,0,장미마을(동부),70.56,202506,3,"107,000",139,10,개인,개인,1993,장미로 55,-,중개거래,경기 성남시 분당구,25.08.29
5076,경기도 성남시 분당구 야탑동,330,330,0,장미마을(코오롱)1,74.14,202506,3,"103,000",132,8,개인,개인,1993,장미로 55,-,중개거래,경기 성남시 분당구,25.07.31
5077,경기도 성남시 분당구 야탑동,205,205,0,매화마을(주공3),41.85,202506,3,"54,800",314,7,개인,개인,1993,양현로 537,-,중개거래,경기 성남시 분당구,25.09.11
5078,경기도 성남시 분당구 야탑동,190,190,0,동원로얄듀크,96.59,202506,3,"90,000",102,4,개인,개인,2003,돌마로 908,-,중개거래,경기 성남시 분당구,25.08.22
5079,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,58.71,202506,3,"64,500",209,1,개인,개인,1995,장미로 139,-,중개거래,경기 성남시 분당구,25.08.25
5080,경기도 성남시 분당구 야탑동,156,156,0,목련마을(영남),84.93,202506,3,"81,000",503,7,개인,개인,1995,판교로 669,-,중개거래,경기 성남시 분당구,25.08.28
5081,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),59.4,202506,3,"87,500",802,7,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,25.10.31
5082,경기도 성남시 분당구 야탑동,525,525,0,탑마을(경남)1,84.91,202506,3,"111,000",706,4,개인,개인,1994,판교로 519,-,중개거래,경기 성남시 분당구,25.06.30
5083,경기도 성남시 분당구 정자동,107,107,0,한솔마을(3단지)(한일),59.96,202506,3,"110,500",305,7,개인,개인,1993,백현로 234,-,중개거래,경기 성남시 분당구,25.07.21
5084,경기도 성남시 분당구 정자동,169-1,169,1,아데나팰리스,139.13,202506,3,"189,000",아데나팰리스C,19,개인,개인,2003,성남대로 275,-,중개거래,경기 성남시 분당구,25.09.30
5085,경기도 성남시 분당구 정자동,124,124,0,상록마을(라이프1차),101.76,202506,3,"166,500",110,1,개인,개인,1995,정자로 56,-,중개거래,경기 성남시 분당구,25.09.10
5086,경기도 성남시 분당구 정자동,124,124,0,상록마을(라이프1차),159.26,202506,3,"204,000",107,9,개인,개인,1994,정자로 56,-,중개거래,경기 성남시 분당구,25.09.10
5087,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),41.85,202506,3,"59,950",408,2,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,25.09.11
5088,경기도 성남시 분당구 정자동,198,198,0,정든마을(6단지)(우성),48.84,202506,3,"75,000",614,4,개인,개인,1994,불정로 195,-,중개거래,경기 성남시 분당구,25.07.30
5089,경기도 성남시 분당구 정자동,181,181,0,상록마을(임광),84.97,202506,3,"146,800",405,10,개인,개인,1995,정자일로 80,-,중개거래,경기 화성시,25.11.24
5090,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),35.28,202506,3,"60,000",417,12,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,25.08.26
5091,경기도 성남시 분당구 정자동,9,9,0,현대I-PARK1,160.83,202506,3,"205,000",103,11,개인,개인,2003,정자일로 239,-,중개거래,경기 성남시 분당구,25.10.01
5092,경기도 성남시 분당구 정자동,124,124,0,상록마을(라이프1차),101.76,202506,3,"164,000",110,1,개인,개인,1995,정자로 56,-,중개거래,경기 성남시 분당구,25.10.13
5093,경기도 성남시 분당구 정자동,181,181,0,상록마을(보성),67.435,202506,3,"124,000",401,3,개인,개인,1995,정자일로 80,-,중개거래,경기 성남시 분당구,25.08.29
5094,경기도 성남시 분당구 정자동,198,198,0,정든마을(2단지)(동아),48.84,202506,3,"74,000",204,12,개인,개인,1995,불정로 179,-,중개거래,경기 성남시 분당구,25.08.28
5095,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202506,3,"78,500",503,4,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,25.07.01
5096,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),101.82,202506,3,"113,000",127,10,개인,개인,1993,장안로 15,-,중개거래,경기 성남시 분당구,25.08.29
5097,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),70.68,202506,3,"91,500",104,4,개인,개인,1993,장안로51번길 11,-,중개거래,경기 성남시 분당구,25.08.29
5098,경기도 성남시 분당구 분당동,34,34,0,샛별마을(라이프),85,202506,3,"143,000",110,13,개인,개인,1992,분당로 190,-,중개거래,경기 성남시 분당구,25.11.13
5099,경기도 성남시 분당구 삼평동,718,718,0,봇들마을4단지(주공),84.69,202506,3,"163,000",405,5,개인,개인,2009,동판교로 226,-,중개거래,경기 성남시 분당구,25.09.10
5100,경기도 성남시 분당구 삼평동,718,718,0,봇들마을4단지(주공),84.69,202506,3,"163,000",407,11,개인,개인,2009,동판교로 226,-,중개거래,"경기 성남시 분당구, 경기 용인시 수지구",25.09.04
5101,경기도 성남시 분당구 삼평동,742,742,0,봇들마을8단지(주공),84.61,202506,3,"228,000",804,8,개인,개인,2009,동판교로 153,-,중개거래,경기 성남시 분당구,25.08.29
5102,경기도 성남시 분당구 정자동,181,181,0,상록마을(임광),84.97,202506,2,"143,000",405,6,개인,개인,1995,정자일로 80,-,중개거래,경기 성남시 분당구,25.09.04
5103,경기도 성남시 분당구 서현동,308,308,0,효자촌(화성),70.686,202506,2,"110,000",609,4,개인,개인,1994,불정로 362,-,중개거래,"경기 성남시 분당구, 서울 강서구",25.11.20
5104,경기도 성남시 분당구 판교동,623,623,0,판교원마을2단지(푸르지오),115.09,202506,2,"198,000",202,11,개인,개인,2009,판교로 30,-,중개거래,경기 성남시 분당구,25.09.01
5105,경기도 성남시 분당구 구미동,211,211,0,무지개(1단지)(대림),60.72,202506,2,"75,000",-,13,개인,개인,1995,미금로 23,20250616,중개거래,경기 성남시 분당구,-
5106,경기도 성남시 분당구 구미동,222,222,0,무지개(10단지)(삼성),101.82,202506,2,"105,000",제1008,1,개인,개인,1996,구미로 100,-,중개거래,"경기 성남시 분당구, 서울 강남구",25.08.21
5107,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),70.66,202506,2,"118,750",109,18,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,25.08.18
5108,경기도 성남시 분당구 구미동,211,211,0,무지개(1단지)(대림),60.72,202506,2,"75,000",105,13,개인,개인,1995,미금로 23,-,중개거래,경기 성남시 분당구,25.08.08
5109,경기도 성남시 분당구 구미동,211,211,0,무지개(1단지)(대림),84.97,202506,2,"99,700",107,6,개인,개인,1995,미금로 23,-,중개거래,경기 성남시 분당구,25.09.10
5110,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),74.61,202506,2,"96,000",823,6,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,25.09.12
5111,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),74.61,202506,2,"96,000",-,6,개인,개인,1993,장미로 101,20250724,중개거래,경기 성남시 분당구,-
5112,경기도 성남시 분당구 삼평동,740,740,0,판교호반써밋플레이스,133.96,202506,2,"232,000",103,4,개인,개인,2012,동판교로177번길 25,-,중개거래,경기 성남시 분당구,25.08.28
5113,경기도 성남시 분당구 삼평동,722,722,0,봇들마을3단지(주공),59.85,202506,2,"145,000",308,8,개인,개인,2009,동판교로 225,-,중개거래,경기 성남시 분당구,25.09.30
5114,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202506,2,"115,000",-,6,개인,개인,1995,정자일로 72,20250901,중개거래,경기 성남시 분당구,-
5115,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202506,2,"112,700",307,8,개인,개인,1995,정자일로 72,-,중개거래,경기 성남시 분당구,25.08.29
5116,경기도 성남시 분당구 수내동,54,54,0,파크타운(삼익),101.835,202506,2,"175,000",121,15,개인,개인,1993,내정로166번길 42,-,중개거래,경기 성남시 분당구,25.06.27
5117,경기도 성남시 분당구 삼평동,744,744,0,봇들마을9단지(금호어울림),101.09,202506,2,"232,000",902,9,개인,개인,2009,동판교로 156,-,중개거래,경기 성남시 분당구,25.07.10
5118,경기도 성남시 분당구 금곡동,143,143,0,청솔마을(성원),134.67,202506,2,"160,000",709,3,개인,개인,1994,미금로 251,-,중개거래,경기 성남시 분당구,25.09.04
5119,경기도 성남시 분당구 야탑동,201,201,0,매화마을공무원1,49.67,202506,2,"68,000",105,10,개인,개인,1995,매화로 92,-,중개거래,경기 성남시 분당구,25.10.31
5120,경기도 성남시 분당구 정자동,110,110,0,한솔마을(1단지)(청구),49.35,202506,2,"82,000",105,12,개인,개인,1994,불정로 219,-,중개거래,경기 성남시 분당구,25.09.04
5121,경기도 성남시 분당구 서현동,96,96,0,시범우성,84.6,202506,2,"167,000",220,14,개인,개인,1992,중앙공원로 54,-,중개거래,경기 성남시 분당구,25.09.19
5122,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,84.5,202506,2,"210,000",201,7,개인,개인,2009,동판교로 122,-,중개거래,경기 성남시 분당구,25.09.01
5123,경기도 성남시 분당구 백현동,545,545,0,백현마을2단지,101.91,202506,2,"230,000",211,6,개인,개인,2009,동판교로 122,-,중개거래,경기 성남시 분당구,25.09.26
5124,경기도 성남시 분당구 금곡동,192,192,0,두산위브트레지움,147.52,202506,2,"165,500",104,18,개인,개인,2003,정자일로 55,-,중개거래,경기 성남시 분당구,25.10.31
5125,경기도 성남시 분당구 야탑동,536,536,0,탑마을(선경)1,51.84,202506,2,"86,200",114,10,개인,개인,1992,야탑로 20,-,중개거래,경기 성남시 분당구,25.06.30
5126,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),41.85,202506,2,"61,900",408,4,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,25.11.21
5127,경기도 성남시 분당구 이매동,124,124,0,이매촌(한신),50.1,202506,2,"97,000",203,9,개인,개인,1993,서현로 181,-,중개거래,경기 성남시 분당구,25.06.25
5128,경기도 성남시 분당구 이매동,133,133,0,아름마을(삼호),132.72,202506,2,"163,500",409,15,개인,개인,1993,탄천로 95,-,중개거래,경기 성남시 분당구,25.09.30
5129,경기도 성남시 분당구 이매동,121,121,0,이매촌(동부코오롱),164.04,202506,2,"200,000",503,15,개인,개인,1993,양현로 88,-,중개거래,경기 성남시 분당구,25.09.30
5130,경기도 성남시 분당구 이매동,100,100,0,이매촌(삼성),174.67,202506,2,"173,000",1009,4,개인,개인,1994,양현로 220,-,중개거래,경기 성남시 분당구,25.09.22
5131,경기도 성남시 분당구 이매동,121,121,0,이매촌(동부코오롱),164.04,202506,2,"200,000",-,15,개인,개인,1993,양현로 88,20250609,중개거래,경기 성남시 분당구,-
5132,경기도 성남시 분당구 이매동,123,123,0,이매촌(청구),84.99,202506,2,"165,000",610,4,개인,개인,1992,양현로94번길 29,-,중개거래,"경기 성남시 분당구, 서울 강서구",25.11.20
5133,경기도 성남시 분당구 금곡동,141,141,0,청솔마을(대원),129.45,202506,2,"163,000",804,23,개인,개인,1995,미금로 215,-,중개거래,경기 성남시 분당구,25.09.10
5134,경기도 성남시 분당구 정자동,181,181,0,상록마을(임광),67.435,202506,2,"122,700",408,4,개인,개인,1995,정자일로 80,-,중개거래,경기 성남시 분당구,25.08.18
5135,경기도 성남시 분당구 금곡동,143,143,0,청솔마을(성원),134.67,202506,2,"164,700",701,10,개인,개인,1994,미금로 251,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",25.07.31
5136,경기도 성남시 분당구 정자동,117,117,0,한솔마을(6단지)(주공),58.19,202506,2,"97,000",608,7,개인,개인,1995,내정로 54,-,중개거래,경기 성남시 분당구,25.06.27
5137,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),84.39,202506,2,"143,000",301,9,개인,개인,1995,정자일로 72,-,중개거래,경기 성남시 분당구,25.09.10
5138,경기도 성남시 분당구 운중동,958,958,0,산운마을9단지(대방노블랜드),59.93,202506,2,"124,500",903,7,개인,개인,2008,산운로 126,-,중개거래,경기 성남시 분당구,25.07.15
5139,경기도 성남시 분당구 수내동,75,75,0,푸른마을(쌍용),131.4,202506,2,"180,000",509,11,개인,개인,1992,백현로 227,-,중개거래,경기 성남시 분당구,25.07.18
5140,경기도 성남시 분당구 수내동,73,73,0,푸른마을(신성),131.4,202506,2,"177,000",301,4,개인,개인,1992,수내로 206,-,중개거래,경기 성남시 분당구,25.10.13
5141,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,2,"63,100",901,10,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.07.24
5142,경기도 성남시 분당구 판교동,629,629,0,판교원마을3단지(푸르지오),84.51,202506,2,"153,000",-,27,개인,개인,2009,판교로 20,-,중개거래,경기 성남시 분당구,-
5143,경기도 성남시 분당구 서현동,301,301,0,효자촌(삼환),46.065,202506,2,"72,500",-,2,개인,개인,1992,불정로 361,20250610,중개거래,경기 성남시 분당구,-
